"This paper proposes the Successive Approximation approach for NUM (Network Utility Maximization) Frameworks with both elastic and inelastic traffic. This approach aims to optimize the performance of real-time applications and enable efficient resource allocation for high-bandwidth traffic. The paper presents a detailed analysis of the proposed approach, including the mathematical framework, algorithm design, and performance evaluation. The results demonstrate the effectiveness of the Successive Approximation approach in improving network performance and enabling efficient resource allocation for both elastic and inelastic traffic. Overall, this paper offers a significant contribution to the field of network optimization and offers practical solutions for improving network efficiency in real-world scenarios.",0,The Successive Approximation Approach for NUM Frameworks with Elastic  and Inelastic Traffic
"This paper presents a statistical model for downlink power consumption in cellular CDMA (Code Division Multiple Access) networks. The proposed model takes into account various network parameters, such as the number of active users, the received signal strength, and the modulation scheme used. The model is based on a regression analysis of empirical data obtained from a real-world CDMA network. The effectiveness of the model is evaluated through simulations that show its ability to accurately predict downlink power consumption under different network conditions. The results suggest that the proposed model can be a valuable tool for network operators to better manage power consumption in CDMA networks, leading to more efficient and sustainable operations.",0,Statistical Model of Downlink Power Consumption in Cellular CDMA  Networks
"This paper presents a novel design for a Radio Based Intelligent Railway Grade Crossing System that utilizes advanced technology to effectively prevent potential collisions between trains and road vehicles. The system incorporates a combination of wireless communication and intelligent algorithms to automatically detect and analyze oncoming trains and approaching vehicles, triggering alarms and safety measures to avoid accidents. Results from experiments and simulations demonstrate the efficacy of the proposed system in improving safety at railway crossings and reducing the risks associated with traditional systems.",0,A Radio Based Intelligent Railway Grade Crossing System to Avoid  Collision
"The aim of this survey paper is to provide an overview of the current state-of-the-art in fuzzy control for stabilized platforms. Stabilized platforms are widely used in various fields including aerospace and marine engineering and require control techniques that can handle uncertainties and nonlinearities. Fuzzy control, due to its ability to handle imprecise information and uncertainty, has gained significant attention in recent years. This paper reviews various fuzzy control approaches developed for stabilized platforms, including fuzzy logic control, adaptive fuzzy control, and fuzzy sliding mode control. The paper also discusses the advantages and limitations of each approach and their performance in comparison to traditional control methods. In conclusion, this survey provides a comprehensive understanding of how fuzzy control techniques can be used to solve the stabilization problem in various applications.",0,A survey of fuzzy control for stabilized platforms
"This paper explores the topic of Smart Grid Information Security (IS) Functional Requirement. The aim of this research is to provide an understanding of the functional requirements that are necessary to ensure the secure and reliable operation of smart grid technology. This paper examines the key security challenges facing smart grids and presents a comprehensive framework for addressing these challenges through the application of functional requirements. The research draws upon existing literature, case studies, and expert opinions to identify the most critical functional requirements for smart grid IS. The findings of this research provide insights into the complex nature of smart grid IS and offer practical guidance for utilities, policymakers, and regulators on the development and implementation of effective IS strategies.",0,Smart Grid Information Security (IS) Functional Requirement
"This paper explores the application of control theory in the context of motion-based communication, specifically teaching robots to dance. In recent years, there has been an increasing interest in the development of socially intelligent robots capable of interacting with humans through fluid, expressive movements. However, achieving this level of sophistication remains a significant challenge due to the complexity of the underlying control algorithms. In this paper, we examine the problems associated with teaching robots to dance and propose a framework based on control theory that can facilitate the development of more fluid, expressive movements. We also highlight the potential applications of this approach in a variety of fields, from entertainment to healthcare. Ultimately, we argue that the development of more sophisticated motion-based communication systems is critical to the realization of truly socially intelligent robots.",0,The Control Theory of Motion-Based Communication: Problems in Teaching  Robots to Dance
"This paper presents a novel system identification method using the reweighted zero attracting least absolute deviation algorithm. The proposed method is designed to effectively identify the underlying model of a system in the presence of noise and outliers. By incorporating a reweighting scheme and a sparsity-inducing penalty term, the algorithm is able to accurately estimate the unknown model parameters while promoting sparsity and robustness to deviations from the assumed model structure. Simulation results demonstrate the effectiveness and superiority of the proposed method compared to existing algorithms in terms of both accuracy and robustness.",0,System Identification Using Reweighted Zero Attracting Least Absolute  Deviation Algorithm
"This paper explores the design and performance limits of a distributed storage system for intermittent energy sources. The proposed control design enables efficient and reliable storage of energy while ensuring stability within the system. The paper investigates the effects of various factors such as energy demand, storage capacity, and power losses on the system's performance. Additionally, performance limits are derived, providing a useful criterion for system optimization. Finally, simulation results are provided to demonstrate the efficacy of the proposed design and to validate the derived performance limits.",0,Distributed Storage for Intermittent Energy Sources: Control Design and  Performance Limits
"The Smart Cane is a technology-based solution designed to provide assistance to visually impaired individuals for navigating their surroundings. The paper explores the concept of the Smart Cane, its features, and how it can benefit visually impaired individuals. The paper elaborates on the technology used in its design, including sensors and GPS, and how these work together to provide a comprehensive solution. The user interface of the Smart Cane is also highlighted, demonstrating its ease of use and practicality. Additionally, the paper addresses the challenges associated with mainstream assistive technologies and how the Smart Cane overcomes them by being more intuitive and user-friendly. Finally, the paper concludes by highlighting the potential for the Smart Cane to improve the quality of life for visually impaired individuals by providing them with an enhanced level of independence and freedom of movement.",0,Smart Cane: Assistive Cane for Visually-impaired People
"This paper presents Paraglide, an interactive approach to parameter space partitioning for computer simulations. Paraglide enables users to visually explore and partition large parameter spaces in real-time, which can be valuable for guiding simulation design, performance optimization, and analysis. Paraglide uses a combination of domain-specific insights and interactive guided clustering to enable efficient exploration and partitioning. We demonstrate Paraglide's effectiveness through a case study of optimizing a dynamic simulation of a humanoid robot, showing that it can lead to significant performance improvements compared to prior approaches.",0,Paraglide: Interactive Parameter Space Partitioning for Computer  Simulations
"This paper explores two different approaches for selecting atoms in molecular simulations: projection-based and look-ahead strategies. The projection-based approach focuses on identifying important atoms by analyzing their contribution to the overall energy and dynamics of the system. The look-ahead strategy, on the other hand, aims to identify atoms that are likely to become important in the future based on their current physical properties. We compare and evaluate these two strategies using several benchmark systems and demonstrate their efficacy in improving the accuracy and efficiency of molecular simulations. The findings of this study provide valuable insights into the selection of atoms in molecular simulations and have implications for a wide range of applications in chemistry and biology.",0,Projection-Based and Look Ahead Strategies for Atom Selection
"This paper explores the challenges and opportunities of designing for co-creation in complex systems of direct and indirect (goods) service value proposition. It argues that a holistic approach that integrates value, variety, and viability factors is necessary to effectively design for co-creation. The paper proposes a framework that balances the trade-offs between these factors, and provides practical guidance for designers to address the unique challenges of co-creation in complex systems. The framework highlights the importance of factors such as user needs, stakeholder interests, network effects, and sustainability considerations in designing for co-creation. Overall, the paper contributes to the growing body of literature on co-creation by providing a comprehensive and practical approach to designing in complex systems.",0,"Value, Variety and Viability: Designing For Co-creation in a Complex  System of Direct and Indirect (goods) Service Value Proposition"
"This paper explores the concept of intelligent distributed production control, which is a new paradigm of production control that utilizes the latest advancements in artificial intelligence and distributed systems to create a more efficient and agile production environment. The paper presents a comprehensive overview of the state-of-the-art in intelligent distributed production control and discusses the benefits and challenges associated with its adoption. The paper also provides a detailed analysis of several case studies where intelligent distributed production control has been successfully implemented to improve production efficiency and reduce costs. Finally, the paper offers recommendations and guidelines for organizations looking to implement intelligent distributed production control, including key considerations for technology adoption, operational restructuring, and workforce development. Overall, this paper provides valuable insights into how intelligent distributed production control can help organizations achieve competitive advantage in today's rapidly changing business landscape.",0,Intelligent Distributed Production Control
This paper explores the use of function spaces to capture the dynamics of linear systems. It argues that function spaces provide a more complete and flexible framework for describing the behavior of linear systems compared to the traditional approach of using linear ordinary differential equations. The paper discusses the advantages of using function spaces and provides examples of their application in different areas of engineering and physics. The paper concludes with reflections on the potential future developments in the use of function spaces for analyzing and controlling linear systems.,0,The function space to describe the dynamics of linear systems
"This paper presents a novel approach for optimizing a fuzzy controller by combining two popular optimization techniques: Particle Swarm Optimization (PSO) and Tabu Search (TS). The proposed approach, called Fast Hybrid PSO and Tabu Search (FH-PSO-TS), aims to efficiently tune the fuzzy controller's membership functions and rule base. The FH-PSO-TS algorithm is benchmarked against other state-of-the-art optimization algorithms on a set of classical benchmark examples, and the results demonstrate its effectiveness in optimizing the fuzzy controller's performance efficiently and effectively. The use of FH-PSO-TS may provide significant benefits in real-world application scenarios where the optimization problem may involve multiple objectives, larger search spaces, and high computational demands.",0,Fast Hybrid PSO and Tabu Search Approach for Optimization of a Fuzzy  Controller
"This paper proposes a decentralized supervisory control approach for discrete event systems that ensures bisimulation equivalence, an important concept for establishing behavioral equivalence between system models. The proposed method utilizes a distributed state-space partitioning technique and decentralized decision-making to provide a scalable solution that can handle large and complex systems. Simulation results demonstrate the effectiveness of the approach in achieving desired supervisory control objectives while maintaining bisimulation equivalence. Ultimately, this paper highlights the potential for decentralized control to improve the efficiency and robustness of large-scale discrete event systems.",0,Decentralized Supervisory Control of Discrete Event Systems for  Bisimulation Equivalence
"This paper proposes a Unit Commitment (UC) model that incorporates Demand Response (DR) to facilitate the integration of renewable energies into the power grid. The model aims to optimize the commitment of various generation units, storage units, and DR resources while ensuring the reliability and cost-effectiveness of the power system. The proposed model considers the day-ahead and real-time operations and accounts for uncertainties in the renewable energy sources and load demand. The model is implemented and tested on a case study based on the IEEE 118-bus test system, and the results demonstrate its effectiveness in reducing the curtailment of renewable energies and the cost of the power system. The findings of this study suggest that the proposed UC model with DR could benefit power system operators in planning and operating a reliable and sustainable power grid with high penetration of renewable energies.",0,A Unit Commitment Model with Demand Response for the Integration of  Renewable Energies
"This paper presents a reliability analysis of electric power systems using an object-oriented hybrid modeling approach. The study aims to provide a more accurate and efficient analysis of electric power systems by combining two different modeling techniques, namely analytical and simulation-based approaches. The proposed approach utilizes object-oriented programming principles to develop a hybrid model that integrates the strengths of both modeling techniques. The performance of the model is evaluated using reliability indices such as loss of load probability and expected energy not supplied. The results show that the object-oriented hybrid modeling approach can provide more accurate and efficient reliability analysis compared to traditional modeling techniques. The study provides a valuable contribution to the field of power system reliability analysis, with important applications in power system planning and design.",0,Reliability Analysis of Electric Power Systems Using an Object-oriented  Hybrid Modeling Approach
"This paper addresses the issue of control communication complexity of distributed actions in large-scale systems. We propose a framework that leverages distributed control techniques to minimize the communication overhead required for coordination among agents. Our framework is capable of handling partial information and noisy communication channels, making it a robust solution for practical settings. We demonstrate the effectiveness of our approach through simulations and comparisons with existing methods. Our results show that our proposed framework can significantly reduce communication costs while maintaining high accuracy in achieving the desired collective behavior.",0,Control Communication Complexity of Distributed Actions
This paper proposes a method for designing state-based schedulers for a network of control loops. The state-based scheduling approach is based on a model that enables the scheduler to make decisions based on the current state of the network. The proposed approach not only provides real-time scheduling but also ensures that the scheduling is optimal and meets the performance requirements of the control loops. The paper presents a detailed design methodology for implementing the state-based scheduling approach and demonstrates its effectiveness through simulation results. The proposed method provides a practical solution for scheduling control loops in various industrial applications.,0,Design of State-based Schedulers for a Network of Control Loops
"This paper proposes a symbolic approach to design nonlinear networked control systems. The approach leverages symbolic representations to capture the dynamics of nonlinear systems and incorporates network properties to design control strategies that can be disseminated over a complex network. The proposed approach enhances the robustness of control systems against network dynamics and guarantees the stability of interconnected nonlinear systems. The effectiveness of the approach is demonstrated through simulations, showing improved performance and stability over traditional control strategies. Overall, this paper provides a valuable contribution to the design of nonlinear networked control systems.",0,A Symbolic Approach to the Design of Nonlinear Networked Control Systems
"This paper presents a novel approach to controlling Multi-Affine Systems using Input-Output Simulation. Multi-Affine Systems are a class of Nonlinear Dynamical Systems that can be effectively described through Linear Temporal Logic Specifications. The proposed method utilizes a combination of Simulation-Based Control and Model Predictive Control to achieve the desired control objectives. The approach is particularly useful in cases where the System's dynamics and behavior cannot be analytically modeled. The effectiveness of the proposed method has been validated through extensive simulations and experiments, demonstrating its applicability and usefulness in a variety of real-world scenarios.",0,An Input-Output Simulation Approach to Controlling Multi-AffineSystems  for Linear Temporal Logic Specifications
"This paper explores the use of bisimilarity enforcing supervisory control for deterministic specifications. The study focuses on the development of a control framework that enables a supervisor to enforce bisimilarity between the original and controlled specifications. The proposed approach offers a systematic way to design controllers that can ensure the preservation of behavior depicted in the original specification. Through extensive experiments, the paper demonstrates the effectiveness of the proposed framework and highlights its potential to enhance the controllability and observability of deterministic systems.",0,Bisimilarity Enforcing Supervisory Control for Deterministic  Specifications
"This paper focuses on the implementation of remote sensing and control technologies for efficient digital irrigation management. The methodology includes the use of sensors, telemetry, and data analytics to monitor soil moisture, climate conditions, and plant water requirements. Furthermore, decision support systems and automation mechanisms are utilized to optimize irrigation scheduling and minimize water waste. The results of this approach demonstrate significant improvements in water use efficiency, productivity and crop yields. The paper concludes by highlighting the potential of this technology to solve water scarcity challenges while sustaining agricultural production in the face of global environmental changes.",0,Remote Sensing and Control for Establishing and Maintaining Digital  Irrigation
"This paper presents a novel approach for sensing differential pneumatic pressure using a vibrating cantilever transducer incorporated in a dual diaphragms structure. The proposed method takes advantage of the vibrating cantilever's sensitivity to changes in its resonant frequency caused by the applied pressure. A unique structure consisting of two diaphragms enhances the sensitivity and accuracy of the system while also providing a differential output that is immune to common-mode pressure variations. Experimental results show that the proposed method has a high sensitivity and accuracy, making it a promising solution for various industrial and biomedical applications.",0,Vibrating Cantilever Transducer Incorporated in Dual Diaphragms  Structure for Sensing Differential Pneumatic Pressure
"This paper presents a novel design for a pneumatic pressure cell that incorporates twin diaphragms embedded with spherical corrugations in a dual diaphragm structure. The proposed design offers a high level of sensitivity and accuracy in pressure measurement, as well as enhanced reliability and durability. Experimental testing and analysis are conducted to validate the effectiveness of the proposed design in achieving reliable, accurate and sensitive pressure measurements. Overall, this research contributes to the development of advanced pressure sensing technologies in a wide range of applications, including biomedical, industrial and environmental monitoring.",0,Pneumatic Pressure Cell with Twin Diaphragms Embedding Spherical  Corrugations in a Dual Diaphragm Structure
"This paper explores the problem of average consensus on general strongly connected digraphs. The concept of average consensus has practical applications in various fields such as control systems, distributed computing, and sensor networks. In this study, we propose a decentralized algorithm that ensures the convergence of the average of the initial values of the nodes to the optimal value. We also present a rigorous mathematical proof for the convergence of the algorithm. Simulation results confirm the effectiveness of the proposed algorithm, achieving fast and accurate average consensus with reduced communication overhead. Overall, our findings contribute to the development of efficient and robust average consensus algorithms on general strongly connected digraphs.",0,Average Consensus on General Strongly Connected Digraphs
"This paper explores the concept of animal-inspired agile flight using optical flow sensing. The research investigates the use of optical flow sensing in the design of agile and responsive flying robots, inspired by the natural flight capabilities of animals such as birds and insects. The study presents a novel approach for integrating optical flow sensing with robotic systems, and the results suggest that this approach can lead to significant improvements in the agility and maneuverability of flying robots. The paper provides insights into the potential applications of animal-inspired agile flight using optical flow sensing, and highlights the importance of biomimicry in the design of advanced robotic systems.",0,Animal-Inspired Agile Flight Using Optical Flow Sensing
"This paper proposes a receding horizon strategy for designing controllers for systems subject to interval-wise energy constraints. The approach involves minimizing a cost function over a finite time horizon while considering the upper and lower bounds of the energy constraint. The resulting controller adjusts the system's inputs in real time based on the predicted future states, ensuring that the system operates within the energy constraint boundaries. The proposed method is then compared to other popular techniques, demonstrating superior performance and robustness in handling uncertain systems. Overall, this approach provides a practical and effective solution for systems with interval-wise energy constraints.",0,A Receding Horizon Strategy for Systems with Interval-Wise Energy  Constraints
"This paper proposes a novel approach to solving least squares problems in the presence of data uncertainties that fall within known bounds. The approach is based on a robust optimization framework and seeks to minimize a worst-case objective function. By incorporating the bounds on data uncertainties, the proposed method is able to provide more reliable and accurate estimates compared to traditional least squares methods. Numerical experiments demonstrate the effectiveness and versatility of the proposed approach for various applications, including linear and nonlinear least squares problems.",0,A Novel Robust Approach to Least Squares Problems with Bounded Data  Uncertainties
"This paper proposes a linear minimum mean-square error (MMSE) optimal turbo equalization technique using context trees. The proposed method uses context trees to model the statistical dependencies between the transmitted and received symbols, and performs iterative equalization and decoding to improve the system's performance. The paper presents simulation results that demonstrate the effectiveness of the proposed technique in reducing the bit error rate (BER) and outperforming existing equalization techniques. Overall, the paper provides a novel approach to turbo equalization that can be applied to various communication systems.",0,Linear MMSE-Optimal Turbo Equalization Using Context Trees
"This paper proposes a low complexity turbo-equalization technique based on a clustering approach. The aim of this approach is to overcome the limitations of classical equalization methods by reducing their computational complexity while maintaining a good error performance. The proposed technique uses a clustering algorithm to group similar symbols and apply turbo equalization to each cluster. Simulation results show that the proposed approach achieves a significant reduction in computational complexity compared to conventional equalization schemes, while maintaining a nearly optimal error performance.",0,Low Complexity Turbo-Equalization: A Clustering Approach
"This paper presents a new analysis of an adaptive convex mixture using a deterministic approach. The adaptive convex mixture is a widely used technique in optimization problems, and this paper provides a deeper understanding of the method. The paper proposes a deterministic algorithm for computing the optimal solution of the adaptive convex mixture by analyzing the convergence properties of the algorithm. The experimental results show that the proposed algorithm performs better than existing methods in terms of convergence rate and accuracy. The results of this paper are expected to have practical implications for a wide range of optimization problems.",0,A New Analysis of an Adaptive Convex Mixture: A Deterministic Approach
"This paper presents a comprehensive study of kernels for linear time-invariant (LTI) system identification. The theoretical framework for kernel-based identification is outlined, and several commonly used kernel methods are described. The paper also investigates the relationship between kernel functions and classical methods for LTI system identification. Numerical experiments are performed to demonstrate the effectiveness of kernel-based identification in both noisy and noise-free scenarios. The results show that kernel methods provide an accurate and efficient alternative for LTI system identification, particularly in situations where traditional methods suffer from limitations such as high noise levels or nonlinearity.",0,Kernels for linear time invariant system identification
"This paper proposes a novel approach for diagnosing multiple faults using a causal graph model. The causal graph is constructed based on the relationships between different components of a system, and the fault diagnosis is performed by analyzing the causal relationships between the observed symptoms and the possible faulty components. The proposed method is validated through simulations and experiments on a real-world system, and the results demonstrate the effectiveness and accuracy of the proposed approach in diagnosing multiple faults with high precision and reduced false alarms. The proposed approach can be applied to various complex systems, including industrial processes, power systems, and transportation systems, where multiple faults can occur simultaneously, and rapid and accurate fault diagnosis is essential for prompt maintenance and system reliability.",0,Multiple faults diagnosis using causal graph
"This paper presents a novel fault detection approach that combines adaptive thresholding and fuzzy reasoning. The proposed method applies adaptive thresholding to preprocess signals and extract fault features, and then employs fuzzy reasoning for fault detection and classification. The approach is evaluated on benchmark datasets and compared with other fault detection techniques. The results indicate that the proposed approach outperforms existing methods in terms of accuracy and robustness. The proposed approach has potential applications in fault detection and diagnosis for various systems, including mechanical systems, power systems, and industrial processes.",0,A Novel Fault Detection Approach combining Adaptive Thresholding and  Fuzzy Reasoning
This paper presents a novel approach to control multi-affine systems using time-constrained temporal logic. The proposed framework enables the specification of high-level behavioral requirements for the system while considering the time constraints of the underlying dynamics. The resulting control policy is guaranteed to satisfy the specified temporal logic constraints and achieves optimal performance under the given constraints. The effectiveness of the proposed approach is demonstrated through simulation results on a range of multi-affine systems.,0,Time-Constrained Temporal Logic Control of Multi-Affine Systems
"This paper introduces a novel switching strategy based on homotopy continuation for non-regular affine systems, with a specific application in induction motor control. The proposed approach is aimed at solving the challenge of stabilizing non-regular systems, which are often difficult to control using traditional methods. The use of homotopy continuation provides a framework for parameter estimation and control, thus enabling the stabilization of the system. The efficacy of the proposed strategy is demonstrated through simulations and practical experiments, highlighting its potential for inducing improved control in challenging systems.",0,Switching strategy based on homotopy continuation for non-regular affine  systems with application in induction motor control
"This paper proposes a delay-aware BS discontinuous transmission control and user scheduling scheme for energy harvesting downlink coordinated MIMO systems. The aim is to enhance the overall system performance by effectively managing the energy harvested by user devices and ensuring delay-sensitive transmissions. The proposed scheme addresses the challenges of energy scarcity and delay sensitivity in such systems, and achieves improved energy efficiency and system reliability. The effectiveness of the proposed scheme is validated through extensive simulations, demonstrating its superiority over existing schemes in terms of energy efficiency and delay performance.",0,Delay-aware BS Discontinuous Transmission Control and User Scheduling  for Energy Harvesting Downlink Coordinated MIMO Systems
"This paper presents a comprehensive literature review of web services supply chains. The study examines the literature to identify the key issues, trends, and challenges associated with the implementation of web services in supply chains. The paper provides a thorough analysis of the benefits and limitations of web services supply chains, including the impact of digital technologies on supply chain management. The research highlights the opportunities and challenges associated with adopting web services to streamline supply chain processes while improving efficiency, cost-effectiveness, and customer satisfaction. The findings will provide a valuable resource for scholars, practitioners, and decision-makers interested in understanding the role of web services in modern supply chains.",0,Web Services Supply Chains: A Literature Review
"This paper proposes a sliding mode control approach for a sensorless tracker applied to a photovoltaic system. The control scheme is developed to achieve accurate tracking of the maximum power point of the photovoltaic array, without relying on any external sensors. In this study, a comprehensive analysis of the proposed control scheme is presented in terms of its stability and effectiveness, considering the effects of various system uncertainties and disturbances. The simulation and experimental results show that the proposed control scheme is capable of achieving robust and accurate tracking performance, even under changing weather conditions and various load demands.",0,A Sliding Mode Control for a Sensorless Tracker: Application on a  Photovoltaic System
"This paper proposes a novel approach for optimizing traffic light control at multi-intersections using infinitesimal perturbation analysis. The methodology relies on fine-tuning traffic light signal timings based on real-time traffic flow data, aiming to reduce congestion, travel time and energy consumption. A mathematical model is presented to demonstrate the feasibility and effectiveness of the proposed approach. Results from simulations and field experiments show that the proposed algorithm outperforms existing traffic light control systems in terms of traffic efficiency and environmental impact. This paper provides valuable insights into the optimization of traffic light control systems using infinitesimal perturbation analysis for complex urban intersections.",0,Multi-intersection Traffic Light Control Using Infinitesimal  Perturbation Analysis
"This paper presents a novel vision-based approach to cooperative estimation of averaged 3D target pose, which addresses the challenge of imperfect visibility in the image plane. The proposed method utilizes a cooperative framework, where multiple cameras observe the target from different viewpoints and a centralized estimation unit fuses the information obtained from each camera. To handle the uncertainty caused by imperfect visibility, the proposed method employs a probabilistic formulation and leverages a hidden state estimation technique. To evaluate the effectiveness of the proposed approach, extensive simulation experiments are conducted, and the results demonstrate its superior performance over existing state-of-the-art methods.",0,Vision-Based Cooperative Estimation of Averaged 3D Target Pose under  Imperfect Visibility
"This paper presents a novel approach for designing a distributed control system using output-feedback LQG techniques with delayed information sharing. The proposed method allows for the individual optimization of dynamic components within the system while facilitating distributed decision making. Specifically, the approach utilizes a delay-dependent stability analysis to jointly design the observer, controller, and communication network parameters, ensuring robustness against transmission delays. Simulations demonstrate the efficacy of the proposed control scheme, highlighting its ability to reduce inter-agent coupling and improve overall system performance.",0,Distributed Output-Feedback LQG Control with Delayed Information Sharing
"This paper explores the use of virtualization technology to achieve high availability in computing systems. Specifically, the paper focuses on the 3RC (Redundant Recovery Resilient Configuration) approach to virtualization-based high availability. The paper discusses the principles of 3RC, its advantages over traditional redundancy methods, and its implementation in real-world scenarios. The paper also presents a selection of case studies that illustrate the successful application of 3RC for high availability in different types of IT environments. The results demonstrate the significant benefits of using 3RC for achieving high availability and improving the resilience of computing systems.",0,High availability using virtualization - 3RC
